action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,19099569,[],CHEMBL4368231,Antagonist activity at human 5HT2A receptor expressed in CHOK1 cells assessed as inhibition of 5-HT induced inositol phosphate production incubated for 24 hrs followed by 5-HT addition by HTRF assay,F,,,BAO_0000190,BAO_0000219,cell-based format,C1=C(c2c[nH]c3ccccc23)CCN(Cc2ccccc2)C1,,,CHEMBL4364325,Eur J Med Chem,2019,,CHEMBL285157,,CHEMBL285157,5.58,0,http://www.openphacts.org/units/Nanomolar,3186326,=,1,1,=,,IC50,nM,,2618.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,2618.0
,,19099570,[],CHEMBL4368231,Antagonist activity at human 5HT2A receptor expressed in CHOK1 cells assessed as inhibition of 5-HT induced inositol phosphate production incubated for 24 hrs followed by 5-HT addition by HTRF assay,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(CN2CC=C(c3c[nH]c4ccccc34)CC2)c1,,,CHEMBL4364325,Eur J Med Chem,2019,,CHEMBL4552542,,CHEMBL4552542,5.10,0,http://www.openphacts.org/units/Nanomolar,3186334,=,1,1,=,,IC50,nM,,7980.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,7980.0
,,19099572,[],CHEMBL4368231,Antagonist activity at human 5HT2A receptor expressed in CHOK1 cells assessed as inhibition of 5-HT induced inositol phosphate production incubated for 24 hrs followed by 5-HT addition by HTRF assay,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,,,CHEMBL4364325,Eur J Med Chem,2019,,CHEMBL85,RISPERIDONE,CHEMBL85,9.14,0,http://www.openphacts.org/units/Nanomolar,3186340,=,1,1,=,,IC50,nM,,0.72,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,0.72
,,20648304,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL2111101,PIMAVANSERIN,CHEMBL2111101,7.66,0,http://www.openphacts.org/units/Nanomolar,3475611,=,1,1,=,,IC50,nM,,22.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,22.0
,,20648305,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCNCC2)cc1.Cl,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4644559,,CHEMBL4650860,9.22,0,http://www.openphacts.org/units/Nanomolar,3475612,=,1,1,=,,IC50,nM,,0.6,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,0.6
,Not Determined,20648306,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)N1CCC(N(Cc2ccc(F)cc2)C(=O)NCc2ccc(OCC(C)C)cc2)CC1,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4645022,,CHEMBL4645022,,0,,3475613,,1,0,,,IC50,,,,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,,,,
,,20648307,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(S(C)(=O)=O)CC2)cc1,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4639499,,CHEMBL4639499,5.70,0,http://www.openphacts.org/units/Nanomolar,3475614,=,1,1,=,,IC50,nM,,2018.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,2018.0
,,20648308,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C(=S)NC(C)C)CC2)cc1,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4640741,,CHEMBL4640741,5.95,0,http://www.openphacts.org/units/Nanomolar,3475615,=,1,1,=,,IC50,nM,,1126.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,1126.0
,,20648309,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C(=O)CCC(=O)O)CC2)cc1,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4649679,,CHEMBL4649679,6.50,0,http://www.openphacts.org/units/Nanomolar,3475616,=,1,1,=,,IC50,nM,,317.3,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,317.3
,,20648310,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C(=O)CC[C@H](N)C(=O)O)CC2)cc1,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4638345,,CHEMBL4638345,8.08,0,http://www.openphacts.org/units/Nanomolar,3475617,=,1,1,=,,IC50,nM,,8.35,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,8.35
,Not Determined,20648311,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C(=O)CC[C@H](NC(=O)OC(C)(C)C)C(=O)O)CC2)cc1,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4633476,,CHEMBL4633476,,0,,3475618,,1,0,,,IC50,,,,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,,,,
,,20648312,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C(=O)C[C@H](N)C(=O)O)CC2)cc1,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4633971,,CHEMBL4633971,7.46,0,http://www.openphacts.org/units/Nanomolar,3475619,=,1,1,=,,IC50,nM,,34.65,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,34.65
,Not Determined,20648313,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C(=O)[C@@H](N)CCC(=O)O)CC2)cc1,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4642682,,CHEMBL4642682,,0,,3475620,,1,0,,,IC50,,,,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,,,,
,Not Determined,20648314,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C(=O)c3ccc(C[C@@H](N)C(=O)O)cc3)CC2)cc1.Cl,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4636657,,CHEMBL4651014,,0,,3475621,,1,0,,,IC50,,,,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,,,,
,,20648315,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCC(N(Cc2ccc(F)cc2)C(=O)NCc2ccc(OCC(O)CN3CCN(C(=O)OC(C)(C)C)CC3)cc2)CC1,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4638548,,CHEMBL4638548,8.71,0,http://www.openphacts.org/units/Nanomolar,3475622,=,1,1,=,,IC50,nM,,1.93,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,1.93
,Not Determined,20648316,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCC(N(Cc2ccc(F)cc2)C(=O)NCc2ccc(OCC(O)CN3CCNCC3)cc2)CC1.Cl.Cl,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4646280,,CHEMBL4651211,,0,,3475623,,1,0,,,IC50,,,,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,,,,
,,20648317,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCC(N(Cc2ccc(F)cc2)C(=O)NCc2ccc(OCC(O)CN3CCN(c4nsc5ccccc45)CC3)cc2)CC1,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4647697,,CHEMBL4647697,9.06,0,http://www.openphacts.org/units/Nanomolar,3475624,=,1,1,=,,IC50,nM,,0.87,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,0.87
,,20648318,[],CHEMBL4615083,Antagonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells assessed as inhibition of serotonin hydrochloride-induced calcium flux preincubated for 1 hr followed by serotonin hydrochloride addition by calcium 6 dye based FLIPR assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCC(N(Cc2ccc(F)cc2)C(=O)NCc2ccc(OCC(O)CN3CCC(c4noc5cc(F)ccc45)CC3)cc2)CC1,,,CHEMBL4613264,J Med Chem,2020,,CHEMBL4635010,,CHEMBL4635010,9.41,0,http://www.openphacts.org/units/Nanomolar,3475625,=,1,1,=,,IC50,nM,,0.39,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,0.39
,,20667729,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccccn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4638599,,CHEMBL4638599,7.47,0,http://www.openphacts.org/units/Nanomolar,3480135,=,1,1,=,,IC50,nM,,34.2,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,34.2
,,20667730,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccc(F)cn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4647011,,CHEMBL4647011,7.33,0,http://www.openphacts.org/units/Nanomolar,3480136,=,1,1,=,,IC50,nM,,46.3,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,46.3
,,20667731,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(F)cccn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4644352,,CHEMBL4644352,7.45,0,http://www.openphacts.org/units/Nanomolar,3480137,=,1,1,=,,IC50,nM,,35.5,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,35.5
,,20667732,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(F)cc(F)cn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4635414,,CHEMBL4635414,7.57,0,http://www.openphacts.org/units/Nanomolar,3480138,=,1,1,=,,IC50,nM,,27.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,27.0
,,20667733,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccc(Cl)cn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4633978,,CHEMBL4633978,6.84,0,http://www.openphacts.org/units/Nanomolar,3480139,=,1,1,=,,IC50,nM,,144.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,144.0
,,20667734,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(Cl)cccn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4636321,,CHEMBL4636321,6.43,0,http://www.openphacts.org/units/Nanomolar,3480140,=,1,1,=,,IC50,nM,,368.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,368.0
,,20667735,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(Cl)cc(Cl)cn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4648027,,CHEMBL4648027,6.19,0,http://www.openphacts.org/units/Nanomolar,3480141,=,1,1,=,,IC50,nM,,652.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,652.0
,,20667736,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2c(Br)cccn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4640409,,CHEMBL4640409,6.88,0,http://www.openphacts.org/units/Nanomolar,3480142,=,1,1,=,,IC50,nM,,131.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,131.0
,,20667737,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4634009,,CHEMBL4634009,7.89,0,http://www.openphacts.org/units/Nanomolar,3480143,=,1,1,=,,IC50,nM,,13.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,13.0
,,20667738,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,COc1cccn2c(=O)n(CCCCN3CCN(c4cccc5sccc45)CC3)nc12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4644500,,CHEMBL4644500,7.07,0,http://www.openphacts.org/units/Nanomolar,3480144,=,1,1,=,,IC50,nM,,85.2,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,85.2
,,20667739,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1cccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4644742,,CHEMBL4644742,6.98,0,http://www.openphacts.org/units/Nanomolar,3480145,=,1,1,=,,IC50,nM,,104.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,104.0
,,20667740,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1ccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n2c1,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4644391,,CHEMBL4644391,7.96,0,http://www.openphacts.org/units/Nanomolar,3480146,=,1,1,=,,IC50,nM,,11.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,11.0
,,20667741,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1ccn2c(=O)n(CCCCN3CCN(c4cccc5sccc45)CC3)nc2c1,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4648979,,CHEMBL4648979,6.14,0,http://www.openphacts.org/units/Nanomolar,3480147,=,1,1,=,,IC50,nM,,726.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,726.0
,,20667742,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1cccn2c(=O)n(CCCCN3CCN(c4cccc5sccc45)CC3)nc12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4638430,,CHEMBL4638430,6.81,0,http://www.openphacts.org/units/Nanomolar,3480148,=,1,1,=,,IC50,nM,,155.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,155.0
,,20667743,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL621,TRAZODONE,CHEMBL621,6.61,0,http://www.openphacts.org/units/Nanomolar,3480134,=,1,1,=,,IC50,nM,,243.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,243.0
,,20667752,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCCN2CCN(c3cccc4scnc34)CC2)nc2ccccn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4635890,,CHEMBL4635890,5.56,0,http://www.openphacts.org/units/Nanomolar,3480149,=,1,1,=,,IC50,nM,,2730.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,2730.0
,,20667753,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCCN2CCC(c3cc(F)cc4oncc34)CC2)nc2ccccn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4636764,,CHEMBL4636764,7.82,0,http://www.openphacts.org/units/Nanomolar,3480150,=,1,1,=,,IC50,nM,,15.2,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,15.2
,,20667754,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCCN2CCN(c3cccc4scnc34)CC2)nc2c(F)cccn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4633397,,CHEMBL4633397,7.11,0,http://www.openphacts.org/units/Nanomolar,3480151,=,1,1,=,,IC50,nM,,77.8,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,77.8
,,20667755,[],CHEMBL4619930,Antagonist activity at 5HT2A receptor (unknown origin) by HTRF cAMP assay,F,,,BAO_0000190,BAO_0000357,single protein format,O=c1n(CCCCN2CCN(c3cccc4sc(F)cc34)CC2)nc2c(F)cccn12,,,CHEMBL4619707,Bioorg Med Chem Lett,2020,,CHEMBL4649106,,CHEMBL4649106,5.97,0,http://www.openphacts.org/units/Nanomolar,3480152,=,1,1,=,,IC50,nM,,1070.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,1070.0
,,20696387,[],CHEMBL4627009,Antagonist activity at human 5HT2A receptor expressed in HEK293 cells assessed as inhibition of 5HT-induced intracellular Ca2+ mobilization incubated for 1 hr by Fluo-4 dye based fluorescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1c(O)cccc1C(=O)C1CCN(CCc2ccc(F)cc2)CC1,,,CHEMBL4622985,J Med Chem,2020,,CHEMBL489624,,CHEMBL489624,7.96,0,http://www.openphacts.org/units/Nanomolar,3485907,=,1,1,=,,IC50,nM,,11.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,11.0
,,20696388,[],CHEMBL4627009,Antagonist activity at human 5HT2A receptor expressed in HEK293 cells assessed as inhibition of 5HT-induced intracellular Ca2+ mobilization incubated for 1 hr by Fluo-4 dye based fluorescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(C(=O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,,,CHEMBL4622985,J Med Chem,2020,,CHEMBL4638006,,CHEMBL4638006,9.09,0,http://www.openphacts.org/units/Nanomolar,3485908,=,1,1,=,,IC50,nM,,0.81,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,0.81
,,20696389,[],CHEMBL4627009,Antagonist activity at human 5HT2A receptor expressed in HEK293 cells assessed as inhibition of 5HT-induced intracellular Ca2+ mobilization incubated for 1 hr by Fluo-4 dye based fluorescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,COCCOc1cccc(C(=O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,,,CHEMBL4622985,J Med Chem,2020,,CHEMBL4636980,,CHEMBL4636980,8.03,0,http://www.openphacts.org/units/Nanomolar,3485909,=,1,1,=,,IC50,nM,,9.3,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,9.3
,,20696390,[],CHEMBL4627009,Antagonist activity at human 5HT2A receptor expressed in HEK293 cells assessed as inhibition of 5HT-induced intracellular Ca2+ mobilization incubated for 1 hr by Fluo-4 dye based fluorescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1C1CCN(c2ccn3c(CC4CC4)nnc3c2Cl)CC1,,,CHEMBL4622985,J Med Chem,2020,,CHEMBL2206440,,CHEMBL2206440,5.89,0,http://www.openphacts.org/units/Nanomolar,3485910,=,1,1,=,,IC50,nM,,1300.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,1300.0
,,20696391,[],CHEMBL4627009,Antagonist activity at human 5HT2A receptor expressed in HEK293 cells assessed as inhibition of 5HT-induced intracellular Ca2+ mobilization incubated for 1 hr by Fluo-4 dye based fluorescence assay,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(C2CCN(c3ccn4c(CC5CC5)nnc4c3Cl)CC2)c1,,,CHEMBL4622985,J Med Chem,2020,,CHEMBL4646835,,CHEMBL4646835,5.39,0,http://www.openphacts.org/units/Nanomolar,3485911,=,1,1,=,,IC50,nM,,4100.0,CHEMBL224,Homo sapiens,Serotonin 2a (5-HT2a) receptor,9606,,,IC50,nM,UO_0000065,,4100.0
